Brand,Store Name,Street Address,City,State/Province,Country
Starbucks,"99th Ave. & Bell, Sun City","10001 W. Bell Road, #101",Sun City,AZ,US
Starbucks,"Fry's-Sun City, AZ #122",10660 W Grand Ave,Sun City,AZ,US
Starbucks,Frys - Sun City West #86,19403 N RH Johnson Blvd,Sun City West,AZ,US
Starbucks,Safeway - Sun City West #2054,13503 Camino Del Sol,Sun City West,AZ,US
Starbucks,"Grand & Reems, Surprise","18885 Reems Road, #105",Surprise,AZ,US
Starbucks,Fry's #61 Surprise,15510 W. Bell Road,Surprise,AZ,US
Starbucks,Bashas - Surprise #137,15367 W Waddell Rd,Surprise,AZ,US
Starbucks,Safeway-Sun City West #1520,14505 W Grand Ave,Surprise,AZ,US
Starbucks,Safeway-Surprise #1997,17049 W Bell Rd,Surprise,AZ,US
Starbucks,Frys Store #674,"13982 W. Waddell, Surprise Towne Center",Surprise,AZ,US
Starbucks,"Bell & Grand, Surprise","13706 W. Bell Road, 20",Surprise,AZ,US
Starbucks,"Bell & Brookside, Surprise","15332 W. Bell Road, #135",Surprise,AZ,US
Starbucks,Fry's #680 Surprise,15215 N Cotton Lane,Surprise,AZ,US
Starbucks,Safeway-Surprise #2699,13828 W Waddell Rd,Surprise,AZ,US
Starbucks,Arizona Mills,"5000 Arizona Mills Circle, Suite #391",Tempe,AZ,US
Starbucks,"Scottsdale & McKellips, Tempe",1926 N. Scottsdale Rd.,Tempe,AZ,US
Starbucks,Aramark ASU Business College,College of Business 1st Floor,Tempe,AZ,US
Starbucks,"University & Hardy, Tempe",871 W. University Drive,Tempe,AZ,US
Starbucks,Marina Heights Building A,300 E. Rio Salado Parkway,Tempe,AZ,US
Starbucks,Aramark ASU Palo Verde East,340 E University Dr,Tempe,AZ,US
Starbucks,"Priest & Washington, Tempe","1158 W. Washington Street, #108",Tempe,AZ,US
Starbucks,Noble Library,601 Tyler Mall,Tempe,AZ,US
Starbucks,Mill Ave and 5th Street,"420 S. Mill Avenue, #104",Tempe,AZ,US
Starbucks,"Rural & Loop 202, Tempe","555 N. Scottsdale Road, #109",Tempe,AZ,US
Starbucks,"55th St & Broadway, Tempe","1537 W. Broadway Rd, Suite 107",Tempe,AZ,US
Starbucks,"Elliot & Priest, Tempe","1620 W. Elliot Road, #106",Tempe,AZ,US
Starbucks,Rural & Baseline - Tempe,"5158 South Rural Road, #3",Tempe,AZ,US
Starbucks,McClintock & Warner,1741 E. Warner Road,Tempe,AZ,US
Starbucks,Frys - Tempe #124,3255 S Rural Rd,Tempe,AZ,US
Starbucks,Aramark ASU Memorial Union,2090 S Normal,Tempe,AZ,US
Starbucks,Rural & Vista Del Cerro,1717 South Rural Road,Tempe,AZ,US
Starbucks,Safeway-Tempe #1487,926 E Broadway,Tempe,AZ,US
Starbucks,Frys - Tempe #607,5100 S McClintock Dr,Tempe,AZ,US
Starbucks,Fry's - Tempe #22,1835 E Guadalupe Rd,Tempe,AZ,US
Starbucks,Albertsons-Tempe AZ #940,750 E Guadalupe Rd,Tempe,AZ,US
Starbucks,JP Morgan Chase Tempe,100 W UNIVERSITY DR,Tempe,AZ,US
Starbucks,Aramark ASU Bookstore,525 E. Orange St.,Tempe,AZ,US
Starbucks,Frys-Tempe #627,9900 S Rural Rd,Tempe,AZ,US
Starbucks,"McClintock & Southern, Tempe","3223 S. McClintock Drive, #101",Tempe,AZ,US
Starbucks,Rural & Lakeshore,4475 South Rural Road,Tempe,AZ,US
Starbucks,Safeway-Tempe #1535,1515 E Elliott Rd,Tempe,AZ,US
Starbucks,Guadalupe & McClintock,1817 E Guadalupe,Tempe,AZ,US
Starbucks,Target Tempe NE T-2176,1800 E Rio Salado Pkwy,Tempe,AZ,US
Starbucks,Safeway-Thatcher #2648,2125 W US-70,Thatcher,AZ,US
Starbucks,99th Ave & Lower Buckeye,"2735 S. 99th Avenue, #101",Tolleson,AZ,US
Starbucks,Sol Casino - Hotel,"5655 W Valencia Rd, Montesa Plaza",Tucson,AZ,US
Starbucks,"Broadway & Houghton, Tucson","50 South Houghton Road, #126",Tucson,AZ,US
Starbucks,Safeway - Tucson #1684,"1940 EAST BROADWAY ROAD, Park Place",Tucson,AZ,US
Teavana,Teavana - Park Place,"5870 East Broadway Blvd., #138",Tucson,AZ,US
Starbucks,"Broadway & Randolph, Tucson","3421 E. Broadway Blvd, #191",Tucson,AZ,US
Starbucks,"Broadway Bl & Kolb Rd, Tucson","7288 E. Broadway Blvd., #150",Tucson,AZ,US
Starbucks,Safeway - Tucson #1874,"6360 E Golf Links, La Encantada",Tucson,AZ,US
Teavana,Teavana - La Encantada,"2905 E. Skyline Dr, #148",Tucson,AZ,US
Starbucks,Davis Monthan AFB,"5405 E Granite St, Bldg 2527",Tucson,AZ,US
Starbucks,"Speedway & Wilmot, Tucson",6291 E. Speedway Blvd,Tucson,AZ,US
Starbucks,"Oracle & Rudasill-Tucson, AZ",6001 North Oracle Rd,Tucson,AZ,US
Starbucks,Albertsons-Tucson #988,5085 N La Canada Drive,Tucson,AZ,US
Starbucks,Safeway-Tucson #1986,9050 E Valencia Rd,Tucson,AZ,US
Starbucks,Albertsons - Tucson #3203,1350 N Silverbell Rd,Tucson,AZ,US
Starbucks,Tucson Mall L1 Center Court,"4500 North Oracle Rd, K005",Tucson,AZ,US
Starbucks,Grant & Swan,4811 E Grant,Tucson,AZ,US
Starbucks,Fry's - Tucson #34,7812 E Speedway Blvd.,Tucson,AZ,US
Starbucks,Sunrise & Swan - Tucson,4700 East Sunrise Drive,Tucson,AZ,US
Starbucks,Bashas' W River Rd Tucson  #160,2000 W River Rd,Tucson,AZ,US
Starbucks,Target Tucson El Con Mall T-1439,3699 E Broadway Blvd,Tucson,AZ,US
Starbucks,Safeway - Tanque Verde #1988,"7177 E Tanque Verde, Westpoint Crossing",Tucson,AZ,US
Starbucks,"Irvington & I-19, Tucson","1209 W. Irvington Road, #150",Tucson,AZ,US
Starbucks,"La Cholla & Ina, Tucson",7555 N. La Cholla Blvd.,Tucson,AZ,US
Starbucks,Safeway - Tucson #2060,1767 East Prince Rd,Tucson,AZ,US
Starbucks,"River & Campbell, Tucson","1825 E. River Road, Suite 119",Tucson,AZ,US
Starbucks,"Skyline & Campbell, Tucson","6370 N. Campbell Avenue, #100",Tucson,AZ,US
Starbucks,"Kino & I-10, Tucson Marketplace","1580 E. Tucson Marketplace Blvd, #100, Tucson Mall",Tucson,AZ,US
Teavana,Teavana - Tucson Mall,"4500 N. Oracle Rd., #450",Tucson,AZ,US
Starbucks,"First & Wetmore, Tucson","405 E. Wetmore Road, #107",Tucson,AZ,US
Starbucks,Bashas N Swan Rd Tucson #100,3275 N Swan Rd,Tucson,AZ,US
Starbucks,Safeway - Tucson #1989,9460 E Golf Links Rd,Tucson,AZ,US
Starbucks,Safeway - Tucson #1983,2140 West Grant Rd,Tucson,AZ,US
Starbucks,Safeway-Tucson #250,4752 E Sunrise Dr,Tucson,AZ,US
Starbucks,Safeway - Tucson #267,2940 W Valencia Rd,Tucson,AZ,US
Starbucks,Fry's Tucson #83,Valencia & Indian Agency,Tucson,AZ,US
Starbucks,Starr Pass Marriott Resort & Spa,3800 W Starr Pass Blvd,Tucson,AZ,US
Starbucks,Target Tucson T-854,"3901 W Ina Rd, Arizona Pavilions",Tucson,AZ,US
Starbucks,"Cortaro & I-10, Tucson",5970 W. Arizona Pavilions Dr,Tucson,AZ,US
Starbucks,"22nd & Harrison, Tucson","9525 E. Old Spanish Trail, #113",Tucson,AZ,US
Starbucks,Bashas-Tucson #52,15310 N Oracle Rd,Tucson,AZ,US
Starbucks,University of Arizona Library,1510 E University Blvd,Tucson,AZ,US
Starbucks,Target Tucson T-1863,9615 E Old Spanish Trail,Tucson,AZ,US
Starbucks,Safeway - Tucson #255,1551 W St Marys Blvd,Tucson,AZ,US
Starbucks,Safeway - Tucson #3322,10380 E Broadway Blvd,Tucson,AZ,US
Starbucks,Fry's #90 Tucson,"8080 S Houghton Rd, Speedway Center",Tucson,AZ,US
Starbucks,"Speedway & Country Club, Tucson",3025 E. Speedway Blvd.,Tucson,AZ,US
Starbucks,Frys - Tucson #21,555 E. Grant Rd.,Tucson,AZ,US
Starbucks,U of A at University & Euclid,"802-804 E. University Blvd., Park Place Mall",Tucson,AZ,US
Starbucks,Park Place - Tucson,"5870 East Broadway Blvd., 160",Tucson,AZ,US
Starbucks,Speedway & Pantano,7890 E Speedway Blvd,Tucson,AZ,US
Starbucks,The University of Arizona Bookstore,"1303 E University Blvd, Ste 149",Tucson,AZ,US
Starbucks,Frys - Tucson #131,2480 N. Swan Rd.,Tucson,AZ,US
Starbucks,River Road & Stoneloop,98 West River Road,Tucson,AZ,US
Starbucks,"22nd Street & Kolb, Tucson","6970 E. 22nd Street, #112",Tucson,AZ,US
Starbucks,Bashas' Tucson #71,6900 E Sunrise,Tucson,AZ,US
Starbucks,Safeway - Tucson #1984,9125 East Tanque Verde,Tucson,AZ,US
Starbucks,Target Tucson North T-2140,4040 N Oracle Rd,Tucson,AZ,US
Starbucks,Safeway-Tucson #1255,7110 N Oracle Rd,Tucson,AZ,US
Starbucks,"Broadway & Campbell, Tucson",1821 E. Broadway Blvd.,Tucson,AZ,US
Starbucks,Target Tuscon T-1316,1225 W Irvington Road,Tuscon,AZ,US
Starbucks,Safeway - Wickenburg #1584,1999 W Wickenburg Way,Wickenburg,AZ,US
Starbucks,Safeway - Willcox #272,650 N BISBEE AVE,Willcox,AZ,US
Starbucks,Safeway - Williams #1639,637 W Route 66,Williams,AZ,US
Starbucks,Target Yuma T-2083,1450 S Yuma Palms Pkwy,Yuma,AZ,US
Starbucks,Arizona Western College,2020 South Ave 8E,Yuma,AZ,US
Starbucks,"Fry's-Yuma, AZ #699",11203 S Frontage Rd,Yuma,AZ,US
Starbucks,"24th & Avenue B, Yuma",2383 W. 24th Street,Yuma,AZ,US
Starbucks,"4th & Catalina, Yuma",3115 South 4th Avenue,Yuma,AZ,US
Starbucks,"16th & Pacific, Yuma","1630 S. Pacific Avenue, #101",Yuma,AZ,US
Starbucks,Fortuna & I-8,11211 East Commercial Centre Loop,Yuma,AZ,US
Starbucks,Albertsons-Yuma #931,2378 W 24th St,Yuma,AZ,US
